     PID         DATE      TIME      ELAPSED    CPU    MEM       RSS     VSIZE
    4960   2013-11-18  14:06:59        03:44   98.5    0.1     29888     37224
    4960   2013-11-18  14:07:00        03:46   98.0    0.1     29888     37224
    4960   2013-11-18  14:07:01        03:47   98.1    0.1     29888     37224
    4960   2013-11-18  14:07:02        03:48   98.1    0.1     29888     37224
    4960   2013-11-18  14:07:03        03:49   98.1    0.1     29888     37224
    4960   2013-11-18  14:07:04        03:50   98.1    0.1     29888     37224
    4960   2013-11-18  14:07:05        03:51   98.1    0.1     29888     37224
    4960   2013-11-18  14:07:06        03:52   98.1    0.1     29888     37224
    4960   2013-11-18  14:07:07        03:53   98.2    0.1     29888     37224
    4960   2013-11-18  14:07:08        03:54   98.2    0.1     29888     37224
    4960   2013-11-18  14:07:09        03:55   98.2    0.1     29888     37224
    4960   2013-11-18  14:07:10        03:56   98.2    0.1     29888     37224
    4960   2013-11-18  14:07:11        03:57   98.2    0.1     29888     37224
    4960   2013-11-18  14:07:13        03:58   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:14        03:59   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:15        04:00   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:16        04:01   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:17        04:02   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:18        04:03   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:19        04:04   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:20        04:05   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:21        04:06   98.3    0.1     29888     37224
    4960   2013-11-18  14:07:22        04:07   98.4    0.1     29888     37224
    4960   2013-11-18  14:07:23        04:08   98.4    0.1     29888     37224
    4960   2013-11-18  14:07:24        04:09   98.4    0.1     29888     37224
    4960   2013-11-18  14:07:25        04:10   98.4    0.1     29888     37224
    4960   2013-11-18  14:07:26        04:11   98.4    0.1     29888     37224
    4960   2013-11-18  14:07:27        04:12   98.4    0.1     29888     37224
    4960   2013-11-18  14:07:28        04:13   98.4    0.1     29888     37224
    4960   2013-11-18  14:07:29        04:14   98.5    0.1     29888     37224
    4960   2013-11-18  14:07:30        04:15   98.5    0.1     29888     37224
    4960   2013-11-18  14:07:31        04:16   98.5    0.1     29888     37224
    4960   2013-11-18  14:07:32        04:17   98.5    0.1     29888     37224
    4960   2013-11-18  14:07:33        04:18   98.5    0.1     29888     37224
    4960   2013-11-18  14:07:34        04:19   98.5    0.1     29888     37224
    4960   2013-11-18  14:07:35        04:20   98.5    0.1     29888     37224
    4960   2013-11-18  14:07:36        04:21   98.6    0.1     29888     37224
    4960   2013-11-18  14:07:37        04:22   98.6    0.1     29888     37224
    4960   2013-11-18  14:07:38        04:23   98.6    0.1     29888     37224
    4960   2013-11-18  14:07:39        04:25   98.2    0.1     29888     37224
    4960   2013-11-18  14:07:40        04:26   98.2    0.0         0         0
